NPRODUCTO,CONCURSO,F1,F2,F3,F4,F5,F6,F7,F8,BOLSA,FECHA
20,1258,3,5,2,3,1,1,1,3,360000,15/11/2014
20,1257,2,5,2,5,2,3,3,4,350000,13/11/2014
20,1256,2,4,1,4,1,1,2,5,340000,11/11/2014
20,1255,5,2,1,2,1,4,2,2,330000,08/11/2014
20,1254,1,3,3,2,5,5,3,3,320000,06/11/2014
20,1253,3,1,1,1,2,3,1,3,310000,04/11/2014
20,1252,5,1,2,2,2,4,3,3,300000,01/11/2014
20,1251,1,3,4,5,2,4,2,3,420000,30/10/2014
20,1250,5,4,4,5,5,5,1,2,410000,28/10/2014
20,1249,2,1,5,3,3,5,3,4,400000,25/10/2014
20,1248,5,1,2,4,2,2,3,3,390000,23/10/2014
20,1247,1,4,1,1,5,4,2,1,380000,21/10/2014
20,1246,4,5,4,4,2,1,2,3,370000,18/10/2014
20,1245,5,2,2,3,5,1,5,1,360000,16/10/2014
20,1244,4,4,1,3,5,5,4,4,350000,14/10/2014
20,1243,4,5,4,3,4,1,5,3,340000,11/10/2014
20,1242,5,5,4,5,4,5,2,4,330000,09/10/2014
20,1241,4,1,4,3,3,1,3,3,320000,07/10/2014
20,1240,1,1,5,4,5,5,1,1,310000,04/10/2014
20,1239,1,4,3,3,1,3,3,5,300000,02/10/2014
20,1238,5,3,2,5,5,2,5,3,500000,30/09/2014
20,1237,3,4,3,5,1,2,5,1,470000,27/09/2014
20,1236,1,2,3,2,4,2,3,5,440000,25/09/2014
20,1235,2,4,3,1,3,5,5,5,430000,23/09/2014
20,1234,4,4,4,3,5,2,3,4,420000,20/09/2014
20,1233,1,1,4,4,4,1,4,4,410000,18/09/2014
20,1232,5,3,3,2,5,2,3,5,400000,16/09/2014
20,1231,5,3,4,1,1,5,3,1,390000,13/09/2014
20,1230,1,1,3,3,1,5,1,2,380000,11/09/2014
20,1229,5,2,4,2,3,4,1,3,370000,09/09/2014
20,1228,2,1,1,2,3,3,3,4,360000,06/09/2014
20,1227,2,3,1,2,3,4,5,2,350000,04/09/2014
20,1226,4,2,5,5,5,2,4,4,340000,02/09/2014
20,1225,4,1,3,4,5,1,4,2,330000,30/08/2014
20,1224,2,3,2,3,1,3,1,1,320000,28/08/2014
20,1223,2,3,4,2,1,2,5,4,310000,26/08/2014
20,1222,1,3,2,5,4,2,1,3,300000,23/08/2014
20,1221,1,1,1,1,1,5,4,4,380000,21/08/2014
20,1220,5,5,3,5,2,3,1,3,370000,19/08/2014
20,1219,1,5,5,5,5,5,5,4,360000,16/08/2014
20,1218,1,2,2,1,4,2,1,5,350000,14/08/2014
20,1217,3,5,2,5,3,1,1,1,340000,12/08/2014
20,1216,4,2,1,1,3,5,3,3,330000,09/08/2014
20,1215,2,2,3,5,1,1,5,4,320000,07/08/2014
20,1214,2,4,4,3,1,5,2,3,310000,05/08/2014
20,1213,2,3,2,4,5,4,2,5,300000,02/08/2014
20,1212,4,4,4,1,3,2,5,3,430000,31/07/2014
20,1211,4,2,5,3,5,2,5,5,420000,29/07/2014
20,1210,1,2,2,1,3,3,1,3,410000,26/07/2014
20,1209,5,5,2,3,5,4,1,4,400000,24/07/2014
20,1208,5,1,3,2,1,5,4,3,390000,22/07/2014
20,1207,5,1,4,1,4,1,2,5,380000,19/07/2014
20,1206,1,4,2,1,1,3,4,4,370000,17/07/2014
20,1205,4,3,3,1,2,4,5,1,360000,15/07/2014
20,1204,2,5,5,1,1,3,3,1,350000,12/07/2014
20,1203,4,5,3,1,4,2,3,4,340000,10/07/2014
20,1202,4,4,5,2,3,2,4,3,330000,08/07/2014
20,1201,4,3,5,3,2,1,5,3,320000,05/07/2014
20,1200,3,2,5,3,5,3,3,3,310000,03/07/2014
20,1199,5,4,1,2,3,3,1,4,300000,01/07/2014
20,1198,2,1,3,2,4,1,3,4,300000,28/06/2014
20,1197,2,1,3,5,5,3,4,1,1100000,26/06/2014
20,1196,1,1,3,4,5,2,2,4,1040000,24/06/2014
20,1195,2,1,4,4,2,1,2,3,1000000,21/06/2014
20,1194,4,1,2,4,1,3,5,5,940000,19/06/2014
20,1193,1,4,5,5,5,1,4,3,900000,17/06/2014
20,1192,2,2,1,2,1,4,2,5,860000,14/06/2014
20,1191,3,5,2,4,3,2,4,4,820000,12/06/2014
20,1190,4,3,2,3,2,5,1,1,780000,10/06/2014
20,1189,2,2,1,1,1,2,4,3,740000,07/06/2014
20,1188,3,4,5,1,3,3,3,4,690000,05/06/2014
20,1187,5,1,3,3,5,4,4,3,650000,03/06/2014
20,1186,1,5,4,2,5,2,1,2,620000,31/05/2014
20,1185,2,4,3,1,4,1,1,1,580000,29/05/2014
20,1184,2,4,3,3,1,1,3,1,550000,27/05/2014
20,1183,1,4,5,4,3,1,1,2,520000,24/05/2014
20,1182,1,2,4,1,3,3,1,4,490000,22/05/2014
20,1181,3,4,1,2,4,5,3,5,460000,20/05/2014
20,1180,4,4,5,4,1,4,5,1,450000,17/05/2014
20,1179,2,2,5,4,5,5,4,4,440000,15/05/2014
20,1178,4,4,5,1,4,5,3,3,430000,13/05/2014
20,1177,4,1,2,2,1,4,2,3,420000,10/05/2014
20,1176,1,3,2,3,5,3,1,5,410000,08/05/2014
20,1175,1,3,4,3,2,1,5,2,400000,06/05/2014
20,1174,2,5,4,3,1,4,5,4,390000,03/05/2014
20,1173,1,4,5,5,4,5,5,4,380000,01/05/2014
20,1172,5,2,1,5,1,2,2,2,370000,29/04/2014
20,1171,5,1,5,3,3,4,4,3,360000,26/04/2014
20,1170,3,4,4,1,3,1,2,4,350000,24/04/2014
20,1169,1,1,1,1,4,2,3,3,340000,22/04/2014
20,1168,2,3,3,3,5,3,5,5,330000,19/04/2014
20,1167,4,2,3,5,1,4,1,3,320000,17/04/2014
20,1166,2,2,1,3,1,2,3,5,310000,15/04/2014
20,1165,5,3,1,3,5,3,4,2,300000,12/04/2014
20,1164,1,4,1,2,4,1,5,1,310000,10/04/2014
20,1163,2,4,5,2,5,2,3,1,300000,08/04/2014
20,1162,2,4,5,1,2,2,2,4,400000,05/04/2014
20,1161,5,1,1,2,1,1,4,3,390000,03/04/2014
20,1160,3,2,2,1,1,4,5,1,380000,01/04/2014
20,1159,2,2,4,5,4,1,5,5,370000,29/03/2014
20,1158,3,1,5,5,5,3,2,2,360000,27/03/2014
20,1157,4,4,4,3,2,5,5,3,350000,25/03/2014
20,1156,5,2,3,3,3,3,1,5,340000,22/03/2014
20,1155,5,3,4,1,3,5,1,1,330000,20/03/2014
20,1154,4,5,2,1,1,4,4,4,320000,18/03/2014
20,1153,5,2,5,3,1,5,1,1,310000,15/03/2014
20,1152,4,2,4,4,5,2,5,3,300000,13/03/2014
20,1151,3,2,3,5,5,4,2,1,310000,11/03/2014
20,1150,4,5,3,2,1,1,3,4,300000,08/03/2014
20,1149,4,3,1,2,1,2,5,1,340000,06/03/2014
20,1148,3,4,5,5,2,1,3,5,330000,04/03/2014
20,1147,1,1,3,2,1,3,4,3,320000,01/03/2014
20,1146,5,5,2,5,5,4,2,4,310000,27/02/2014
20,1145,1,1,3,5,4,1,4,2,300000,25/02/2014
20,1144,3,4,4,4,2,5,3,3,400000,22/02/2014
20,1143,5,3,2,4,1,2,1,4,390000,20/02/2014
20,1142,5,5,4,2,4,5,2,1,380000,18/02/2014
20,1141,1,4,3,2,4,1,4,3,370000,15/02/2014
20,1140,3,5,5,3,1,3,3,4,360000,13/02/2014
20,1139,2,2,3,4,5,5,3,3,350000,11/02/2014
20,1138,4,1,5,4,2,4,2,1,340000,08/02/2014
20,1137,2,1,2,1,5,1,3,4,330000,06/02/2014
20,1136,5,4,4,4,2,3,2,5,320000,04/02/2014
20,1135,3,1,5,5,3,1,5,3,310000,01/02/2014
20,1134,4,3,2,1,1,1,3,4,300000,30/01/2014
20,1133,4,2,3,1,1,3,1,5,330000,28/01/2014
20,1132,3,2,3,4,3,4,3,5,320000,25/01/2014
20,1131,1,2,1,5,5,4,5,2,310000,23/01/2014
20,1130,3,3,1,1,1,5,4,4,300000,21/01/2014
20,1129,2,4,5,5,4,3,1,2,480000,18/01/2014
20,1128,2,5,2,3,4,5,5,2,450000,16/01/2014
20,1127,2,2,5,5,3,5,2,1,430000,14/01/2014
20,1126,5,4,4,2,4,2,1,4,420000,11/01/2014
20,1125,1,1,1,2,1,1,5,4,410000,09/01/2014
20,1124,2,1,2,3,1,4,4,1,400000,07/01/2014
20,1123,1,4,2,4,4,3,4,4,390000,04/01/2014
20,1122,3,4,5,2,3,5,1,1,380000,02/01/2014
20,1121,1,1,2,3,5,2,3,3,370000,31/12/2013
20,1120,4,5,1,4,4,4,5,5,360000,28/12/2013
20,1119,5,4,4,4,5,1,4,5,350000,26/12/2013
20,1118,3,4,5,5,3,2,5,5,340000,24/12/2013
20,1117,5,3,4,1,2,2,1,5,330000,21/12/2013
20,1116,5,3,4,4,5,1,4,4,320000,19/12/2013
20,1115,4,3,3,2,3,5,5,2,310000,17/12/2013
20,1114,2,5,1,4,3,1,3,4,300000,14/12/2013
20,1113,2,4,3,4,2,1,4,3,380000,12/12/2013
20,1112,2,3,4,2,3,4,3,5,370000,10/12/2013
20,1111,2,3,4,1,3,4,2,2,360000,07/12/2013
20,1110,3,4,4,1,5,3,2,4,350000,05/12/2013
20,1109,3,5,2,3,2,2,5,5,340000,03/12/2013
20,1108,2,4,4,1,4,5,3,3,330000,30/11/2013
20,1107,2,5,1,3,4,4,3,4,320000,28/11/2013
20,1106,5,1,2,5,1,1,1,4,310000,26/11/2013
20,1105,3,5,2,1,2,2,4,1,300000,23/11/2013
20,1104,4,1,5,2,2,3,4,4,400000,21/11/2013
20,1103,2,2,2,1,1,3,5,4,390000,19/11/2013
20,1102,3,1,2,5,2,1,4,4,380000,16/11/2013
20,1101,5,1,1,4,5,3,4,1,370000,14/11/2013
20,1100,1,2,2,4,4,5,3,4,360000,12/11/2013
20,1099,5,5,5,2,2,4,5,5,350000,09/11/2013
20,1098,2,3,4,3,4,3,2,4,340000,07/11/2013
20,1097,1,4,4,3,1,4,4,5,330000,05/11/2013
20,1096,2,2,2,3,3,3,2,1,320000,02/11/2013
20,1095,4,1,3,3,3,4,4,4,310000,31/10/2013
20,1094,3,4,5,3,1,4,1,2,300000,29/10/2013
20,1093,2,5,5,2,2,1,2,4,320000,26/10/2013
20,1092,3,2,3,3,3,1,2,1,310000,24/10/2013
20,1091,1,1,5,4,5,4,3,4,300000,22/10/2013
20,1090,2,5,4,2,5,1,5,2,420000,19/10/2013
20,1089,1,5,5,2,5,1,5,1,410000,17/10/2013
20,1088,4,2,5,5,1,3,2,3,400000,15/10/2013
20,1087,1,3,1,4,4,2,1,3,390000,12/10/2013
20,1086,5,1,1,2,1,2,5,5,380000,10/10/2013
20,1085,5,5,3,4,2,1,2,3,370000,08/10/2013
20,1084,2,4,3,1,2,3,5,5,360000,05/10/2013
20,1083,2,4,5,2,2,4,2,3,350000,03/10/2013
20,1082,5,5,5,4,4,1,5,5,340000,01/10/2013
20,1081,5,3,4,3,4,4,2,3,330000,28/09/2013
20,1080,5,3,5,4,4,5,3,4,320000,26/09/2013
20,1079,3,1,4,4,1,1,4,4,310000,24/09/2013
20,1078,3,5,2,2,5,4,4,4,300000,21/09/2013
20,1077,5,5,5,2,5,3,5,1,360000,19/09/2013
20,1076,4,5,5,4,5,2,2,2,350000,17/09/2013
20,1075,2,3,4,2,5,2,4,4,340000,14/09/2013
20,1074,4,3,3,3,1,2,5,3,330000,12/09/2013
20,1073,2,4,3,1,4,1,5,3,320000,10/09/2013
20,1072,4,5,3,4,4,1,1,3,310000,07/09/2013
20,1071,1,4,3,5,2,4,3,2,300000,05/09/2013
20,1070,3,1,3,5,3,2,5,1,330000,03/09/2013
20,1069,3,1,4,3,2,5,4,4,320000,31/08/2013
20,1068,1,4,3,4,3,3,2,1,310000,29/08/2013
20,1067,1,2,5,2,3,4,3,4,300000,27/08/2013
20,1066,1,2,2,5,2,1,2,4,360000,24/08/2013
20,1065,3,3,1,3,2,4,5,1,350000,22/08/2013
20,1064,4,3,1,4,5,4,3,3,340000,20/08/2013
20,1063,2,1,5,5,3,4,1,5,330000,17/08/2013
20,1062,5,4,1,2,1,5,2,2,320000,15/08/2013
20,1061,3,5,2,4,5,3,1,2,310000,13/08/2013
20,1060,4,4,1,5,2,4,5,1,300000,10/08/2013
20,1059,1,3,4,1,5,2,2,4,360000,08/08/2013
20,1058,4,1,4,1,4,2,4,2,350000,06/08/2013
20,1057,4,3,2,1,4,3,4,5,340000,03/08/2013
20,1056,4,3,5,4,4,1,2,1,330000,01/08/2013
20,1055,1,2,1,3,1,4,3,3,320000,30/07/2013
20,1054,2,4,3,4,2,3,1,2,310000,27/07/2013
20,1053,2,5,4,3,1,2,3,4,300000,25/07/2013
20,1052,5,3,2,1,1,3,5,2,370000,23/07/2013
20,1051,2,4,4,1,2,3,4,1,360000,20/07/2013
20,1050,3,4,2,4,5,4,2,1,350000,18/07/2013
20,1049,3,2,1,2,4,5,2,5,340000,16/07/2013
20,1048,3,2,4,3,1,3,5,5,330000,13/07/2013
20,1047,5,5,1,5,5,3,4,3,320000,11/07/2013
20,1046,3,4,1,2,1,4,5,3,310000,09/07/2013
20,1045,4,2,1,2,1,5,2,3,300000,06/07/2013
20,1044,2,2,3,2,1,1,1,5,830000,04/07/2013
20,1043,5,3,5,2,5,1,4,3,790000,02/07/2013
20,1042,5,1,3,1,4,5,3,5,750000,29/06/2013
20,1041,2,3,4,3,4,1,1,5,720000,27/06/2013
20,1040,5,3,4,2,4,5,5,1,690000,25/06/2013
20,1039,4,5,5,3,4,5,5,2,660000,22/06/2013
20,1038,3,2,3,2,5,4,1,2,620000,20/06/2013
20,1037,2,4,4,3,2,2,4,3,590000,18/06/2013
20,1036,5,5,2,1,2,5,5,2,550000,15/06/2013
20,1035,4,1,1,1,1,4,5,5,520000,13/06/2013
20,1034,2,2,5,4,1,4,5,2,490000,11/06/2013
20,1033,1,4,2,4,4,1,4,5,460000,08/06/2013
20,1032,4,1,5,3,5,5,3,3,450000,06/06/2013
20,1031,4,1,1,2,1,3,3,4,440000,04/06/2013
20,1030,5,5,2,4,3,4,1,1,430000,01/06/2013
20,1029,3,4,3,2,5,1,4,4,420000,30/05/2013
20,1028,2,2,1,5,1,2,2,1,410000,28/05/2013
20,1027,4,5,2,5,3,3,1,1,400000,25/05/2013
20,1026,2,2,2,5,4,4,5,3,390000,23/05/2013
20,1025,5,1,3,5,3,4,2,2,380000,21/05/2013
20,1024,2,4,3,3,2,4,4,2,370000,18/05/2013
20,1023,5,5,4,1,4,2,5,1,360000,16/05/2013
20,1022,1,1,2,2,3,4,1,1,350000,14/05/2013
20,1021,4,4,4,2,4,1,5,4,340000,11/05/2013
20,1020,3,2,1,1,2,4,2,3,330000,09/05/2013
20,1019,4,5,3,4,4,4,2,1,320000,07/05/2013
20,1018,2,4,2,5,3,5,2,4,310000,04/05/2013
20,1017,5,4,2,2,1,2,4,3,300000,02/05/2013
20,1016,1,2,3,5,1,2,1,1,340000,30/04/2013
20,1015,5,1,3,3,4,2,4,2,330000,27/04/2013
20,1014,4,3,2,1,1,2,2,5,320000,25/04/2013
20,1013,5,1,5,5,1,1,1,2,310000,23/04/2013
20,1012,3,3,3,1,5,1,3,5,300000,20/04/2013
20,1011,4,5,4,2,2,5,3,1,430000,18/04/2013
20,1010,1,2,1,2,1,5,5,3,420000,16/04/2013
20,1009,1,2,5,5,2,5,1,5,410000,13/04/2013
20,1008,4,4,5,2,3,3,5,2,400000,11/04/2013
20,1007,4,2,2,1,5,2,3,2,390000,09/04/2013
20,1006,1,3,2,3,4,2,5,3,380000,06/04/2013
20,1005,1,2,4,5,5,3,1,5,370000,04/04/2013
20,1004,4,5,3,5,3,3,4,1,360000,02/04/2013
20,1003,3,2,1,5,5,2,4,4,350000,30/03/2013
20,1002,4,3,4,1,5,3,4,2,340000,28/03/2013
20,1001,1,4,3,3,2,3,2,1,330000,26/03/2013
20,1000,4,2,2,3,5,3,5,4,320000,23/03/2013
20,999,2,3,5,4,4,2,1,3,310000,21/03/2013
20,998,4,5,1,1,5,1,3,2,300000,19/03/2013
20,997,1,4,3,1,1,3,2,4,580000,16/03/2013
20,996,1,3,3,1,1,4,2,2,540000,14/03/2013
20,995,2,2,2,4,3,1,2,5,510000,12/03/2013
20,994,4,1,1,4,5,5,4,5,480000,09/03/2013
20,993,5,3,4,5,2,4,2,3,450000,07/03/2013
20,992,4,5,4,4,2,4,4,3,440000,05/03/2013
20,991,1,5,4,5,3,2,3,2,430000,02/03/2013
20,990,2,1,2,3,2,3,4,2,420000,28/02/2013
20,989,5,4,3,2,2,3,3,2,410000,26/02/2013
20,988,5,4,1,3,3,3,3,3,400000,23/02/2013
20,987,4,5,3,1,5,5,2,2,390000,21/02/2013
20,986,3,1,5,1,3,5,4,2,380000,19/02/2013
20,985,2,5,4,2,3,5,3,2,370000,16/02/2013
20,984,2,4,5,2,5,2,3,1,360000,14/02/2013
20,983,4,1,2,4,5,5,2,2,350000,12/02/2013
20,982,5,3,1,5,5,2,4,4,340000,09/02/2013
20,981,3,1,3,2,2,1,4,1,330000,07/02/2013
20,980,3,4,3,3,1,1,4,1,320000,05/02/2013
20,979,1,5,5,2,2,5,3,3,310000,02/02/2013
20,978,3,1,1,2,1,5,1,2,300000,31/01/2013
20,977,2,2,5,3,4,3,4,2,430000,29/01/2013
20,976,4,2,4,4,3,2,3,1,420000,26/01/2013
20,975,4,2,1,5,3,3,2,4,410000,24/01/2013
20,974,1,5,2,2,2,4,3,4,400000,22/01/2013
20,973,4,1,3,4,2,5,1,5,390000,19/01/2013
20,972,5,1,3,1,3,4,5,3,380000,17/01/2013
20,971,3,2,1,4,4,2,1,5,370000,15/01/2013
20,970,3,3,3,1,5,2,1,4,360000,12/01/2013
20,969,3,2,5,4,1,5,3,3,350000,10/01/2013
20,968,2,4,3,1,5,2,2,5,340000,08/01/2013
20,967,5,4,4,2,4,2,1,5,330000,05/01/2013
20,966,4,2,4,4,2,5,4,2,320000,03/01/2013
20,965,5,5,1,1,2,4,1,4,310000,01/01/2013
20,964,3,1,4,2,5,1,5,4,300000,29/12/2012
20,963,1,3,5,1,4,2,4,1,350000,27/12/2012
20,962,2,1,3,4,3,5,5,4,340000,25/12/2012
20,961,5,2,4,1,5,2,2,1,330000,22/12/2012
20,960,3,1,3,2,3,4,4,1,320000,20/12/2012
20,959,2,5,5,1,4,2,1,4,310000,18/12/2012
20,958,5,4,4,5,1,1,3,1,300000,15/12/2012
20,957,5,2,4,4,5,1,5,5,630000,13/12/2012
20,956,2,3,1,5,3,4,3,5,590000,11/12/2012
20,955,3,4,3,1,3,4,2,1,560000,08/12/2012
20,954,3,2,5,1,5,5,3,4,520000,06/12/2012
20,953,5,1,2,3,3,4,2,5,490000,04/12/2012
20,952,4,3,2,4,3,3,5,5,460000,01/12/2012
20,951,3,1,5,1,1,4,4,2,440000,29/11/2012
20,950,1,2,4,1,4,2,4,1,430000,27/11/2012
20,949,3,4,4,3,5,1,5,4,420000,24/11/2012
20,948,5,3,1,3,2,3,5,5,410000,22/11/2012
20,947,1,5,2,1,4,2,3,5,400000,20/11/2012
20,946,3,3,4,2,3,3,2,2,390000,17/11/2012
20,945,2,4,5,1,5,1,1,5,380000,15/11/2012
20,944,5,3,3,2,1,4,5,3,370000,13/11/2012
20,943,4,4,3,4,4,5,2,4,360000,10/11/2012
20,942,4,2,3,1,4,3,4,3,350000,08/11/2012
20,941,1,3,2,1,5,3,1,1,340000,06/11/2012
20,940,5,3,2,2,1,3,2,2,330000,03/11/2012
20,939,5,3,1,5,2,1,1,5,320000,01/11/2012
20,938,4,3,4,3,2,2,4,1,310000,30/10/2012
20,937,5,4,3,4,3,5,3,1,300000,27/10/2012
20,936,3,4,3,1,5,3,3,2,360000,25/10/2012
20,935,1,5,3,2,5,3,4,4,350000,23/10/2012
20,934,3,4,5,4,3,3,4,4,340000,20/10/2012
20,933,1,5,3,2,2,5,3,2,330000,18/10/2012
20,932,3,2,4,4,1,2,2,1,320000,16/10/2012
20,931,4,5,5,1,3,3,1,2,310000,13/10/2012
20,930,1,3,2,2,4,2,3,1,300000,11/10/2012
20,929,5,5,3,5,5,4,5,5,310000,09/10/2012
20,928,5,3,3,1,4,5,4,3,300000,06/10/2012
20,927,2,1,5,1,4,2,1,3,1050000,04/10/2012
20,926,3,3,4,5,3,1,5,4,1000000,02/10/2012
20,925,3,3,5,4,4,2,1,1,950000,29/09/2012
20,924,2,1,1,5,5,1,4,2,910000,27/09/2012
20,923,5,4,5,2,5,2,1,2,870000,25/09/2012
20,922,1,1,5,1,4,1,3,4,830000,22/09/2012
20,921,3,5,5,4,1,1,1,1,790000,20/09/2012
20,920,2,2,4,3,2,1,5,3,750000,18/09/2012
20,919,5,3,4,4,2,4,4,2,720000,15/09/2012
20,918,4,4,4,4,2,1,4,3,680000,13/09/2012
20,917,4,3,2,2,3,1,5,3,640000,11/09/2012
20,916,5,3,5,3,3,4,3,2,610000,08/09/2012
20,915,4,3,1,2,5,1,2,2,580000,06/09/2012
20,914,2,4,2,5,1,4,3,2,550000,04/09/2012
20,913,4,5,3,4,2,5,2,4,510000,01/09/2012
20,912,1,3,3,2,5,1,1,2,480000,30/08/2012
20,911,1,1,5,3,3,2,4,2,450000,28/08/2012
20,910,5,4,1,3,2,1,4,4,440000,25/08/2012
20,909,5,2,5,3,2,1,4,4,430000,23/08/2012
20,908,5,1,2,2,4,4,4,2,420000,21/08/2012
20,907,5,2,1,5,1,1,5,3,410000,18/08/2012
20,906,1,2,4,5,4,4,2,5,400000,16/08/2012
20,905,5,2,1,1,5,4,2,4,390000,14/08/2012
20,904,3,5,4,1,3,4,5,4,380000,11/08/2012
20,903,5,3,5,5,2,2,3,5,370000,09/08/2012
20,902,3,2,1,3,2,1,3,3,360000,07/08/2012
20,901,3,5,3,3,1,3,5,3,350000,04/08/2012
20,900,2,3,3,4,4,1,2,3,340000,02/08/2012
20,899,4,5,5,2,2,2,5,2,330000,31/07/2012
20,898,3,2,4,5,2,4,3,5,320000,28/07/2012
20,897,4,1,5,4,1,2,3,5,310000,26/07/2012
20,896,4,3,4,2,2,1,5,2,300000,24/07/2012
20,895,3,2,3,4,4,1,3,2,860000,21/07/2012
20,894,3,2,5,2,2,2,1,3,820000,19/07/2012
20,893,5,1,1,3,1,1,3,4,770000,17/07/2012
20,892,5,3,1,3,4,3,4,4,730000,14/07/2012
20,891,2,3,1,1,2,5,3,3,680000,12/07/2012
20,890,4,4,2,2,3,5,5,5,650000,10/07/2012
20,889,1,2,5,5,3,4,5,2,610000,07/07/2012
20,888,2,2,1,3,4,1,5,1,570000,05/07/2012
20,887,1,4,3,2,2,2,3,1,530000,03/07/2012
20,886,5,1,1,1,3,3,4,2,500000,30/06/2012
20,885,5,2,5,2,2,5,3,1,470000,28/06/2012
20,884,5,3,3,2,1,4,4,1,450000,26/06/2012
20,883,3,4,5,5,4,1,5,5,440000,23/06/2012
20,882,3,2,4,3,1,2,3,5,430000,21/06/2012
20,881,5,2,4,2,5,5,4,5,420000,19/06/2012
20,880,3,3,3,4,4,4,3,2,410000,16/06/2012
20,879,5,3,1,1,4,2,5,5,400000,14/06/2012
20,878,3,5,4,4,2,2,2,2,390000,12/06/2012
20,877,3,4,3,5,1,4,5,3,380000,09/06/2012
20,876,3,3,5,1,3,4,2,1,370000,07/06/2012
20,875,5,2,3,4,1,3,2,5,360000,05/06/2012
20,874,5,4,5,5,3,4,2,2,350000,02/06/2012
20,873,5,1,3,1,2,2,2,4,340000,31/05/2012
20,872,3,4,5,2,1,2,4,4,330000,29/05/2012
20,871,2,2,4,2,2,2,5,1,320000,26/05/2012
20,870,4,1,1,2,3,5,2,5,310000,24/05/2012
20,869,2,1,3,2,3,2,5,5,300000,22/05/2012
20,868,2,1,3,5,2,4,5,2,390000,19/05/2012
20,867,5,5,4,5,5,1,1,3,380000,17/05/2012
20,866,1,1,1,2,1,3,5,2,370000,15/05/2012
20,865,4,2,5,3,3,1,1,1,360000,12/05/2012
20,864,5,1,4,1,2,5,3,5,350000,10/05/2012
20,863,5,2,5,4,5,1,1,5,340000,08/05/2012
20,862,4,3,3,3,4,4,5,4,330000,05/05/2012
20,861,5,2,3,4,4,4,3,2,320000,03/05/2012
20,860,3,5,3,2,5,1,3,4,310000,01/05/2012
20,859,3,5,2,1,1,1,2,2,300000,28/04/2012
20,858,5,5,5,4,3,3,2,1,440000,26/04/2012
20,857,4,3,5,3,2,1,1,2,430000,24/04/2012
20,856,2,4,2,5,5,4,1,1,420000,21/04/2012
20,855,1,3,1,3,4,1,1,3,410000,19/04/2012
20,854,4,1,1,2,4,5,3,5,400000,17/04/2012
20,853,1,5,3,3,5,4,4,3,390000,14/04/2012
20,852,3,2,4,4,3,3,1,1,380000,12/04/2012
20,851,1,3,2,5,5,2,1,5,370000,10/04/2012
20,850,5,1,5,2,3,3,4,3,360000,07/04/2012
20,849,3,5,1,2,3,5,4,1,350000,05/04/2012
20,848,3,4,5,1,1,1,3,5,340000,03/04/2012
20,847,3,4,2,4,5,5,1,4,330000,31/03/2012
20,846,5,2,2,5,3,1,4,3,320000,29/03/2012
20,845,3,1,5,1,2,4,1,2,310000,27/03/2012
20,844,3,4,2,3,1,1,5,2,300000,24/03/2012
20,843,5,4,1,2,3,3,3,2,360000,22/03/2012
20,842,2,5,2,5,5,3,3,1,350000,20/03/2012
20,841,5,5,5,4,2,5,3,1,340000,17/03/2012
20,840,1,5,5,2,1,2,4,3,330000,15/03/2012
20,839,3,3,5,4,3,4,2,4,320000,13/03/2012
20,838,4,3,5,4,5,2,1,5,310000,10/03/2012
20,837,3,2,5,5,2,2,3,3,300000,08/03/2012
20,836,4,5,5,1,5,1,3,5,350000,06/03/2012
20,835,2,2,4,4,2,1,5,2,340000,03/03/2012
20,834,5,1,3,5,1,4,2,4,330000,01/03/2012
20,833,5,2,4,1,3,5,3,3,320000,28/02/2012
20,832,2,4,3,5,3,2,2,4,310000,25/02/2012
20,831,1,4,5,4,5,2,3,3,300000,23/02/2012
20,830,4,2,3,2,3,5,1,1,310000,21/02/2012
20,829,3,1,2,2,4,2,4,3,300000,18/02/2012
20,828,3,1,5,3,4,2,5,5,430000,16/02/2012
20,827,3,1,4,4,2,5,5,4,420000,14/02/2012
20,826,2,5,5,3,1,1,1,1,410000,11/02/2012
20,825,5,2,1,1,4,4,4,2,400000,09/02/2012
20,824,1,4,3,3,2,3,1,5,390000,07/02/2012
20,823,5,4,1,2,3,5,4,2,380000,04/02/2012
20,822,3,2,2,2,3,5,4,1,370000,02/02/2012
20,821,4,4,4,2,4,3,2,3,360000,31/01/2012
20,820,4,5,2,1,1,3,4,5,350000,28/01/2012
20,819,3,2,3,5,4,4,4,3,340000,26/01/2012
20,818,2,4,1,1,2,2,1,4,330000,24/01/2012
20,817,2,3,3,3,3,4,2,4,320000,21/01/2012
20,816,1,3,5,5,2,2,2,3,310000,19/01/2012
20,815,2,5,2,4,5,3,1,3,300000,17/01/2012
20,814,1,5,1,3,3,3,5,3,330000,14/01/2012
20,813,1,4,1,1,1,5,3,3,320000,12/01/2012
20,812,4,2,1,5,3,4,4,2,310000,10/01/2012
20,811,2,5,2,3,2,1,4,3,300000,07/01/2012
20,810,3,5,4,1,3,5,1,1,330000,05/01/2012
20,809,4,4,3,5,4,1,3,2,320000,03/01/2012
20,808,1,2,3,5,3,2,4,2,310000,31/12/2011
20,807,3,1,1,1,3,1,5,4,300000,29/12/2011
20,806,4,2,5,1,5,5,4,5,300000,27/12/2011
20,805,3,4,5,1,1,1,4,2,300000,24/12/2011
20,804,5,5,4,5,5,5,2,3,390000,22/12/2011
20,803,4,3,2,2,5,3,3,5,380000,20/12/2011
